         4076295 function calls (3999034 primitive calls) in 8.830 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _mathtext.py:672(DejaVuFonts)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1162(List)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1448(Glue)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1496(Kern)
        1    0.000    0.000    0.000    0.000 widgets.py:251(SliderBase)
        1    0.000    0.000    0.000    0.000 layout_engine.py:106(PlaceHolderLayoutEngine)
        2    0.000    0.000    0.000    0.000 axis.py:558(__init__)
        1    0.000    0.000    0.000    0.000 dates.py:567(DateFormatter)
        1    0.000    0.000    0.000    0.000 dates.py:1209(AutoDateLocator)
        1    0.000    0.000    0.000    0.000 legend_handler.py:166(HandlerNpoints)
        1    0.000    0.000    0.000    0.000 legend_handler.py:430(HandlerRegularPolyCollection)
        1    0.000    0.000    0.000    0.000 legend_handler.py:521(HandlerErrorbar)
        1    0.000    0.000    0.000    0.000 polar.py:276(_AxisWrapper)
        1    0.000    0.000    0.000    0.000 polar.py:558(RadialTick)
        1    0.000    0.000    0.000    0.000 _util.py:432(_FunctionWrapper)
        1    0.000    0.000    0.000    0.000 case.py:1419(_SubTest)
        1    0.000    0.000    0.000    0.000 blas.py:239(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _kdtree.py:318(leafnode)
        1    0.000    0.000    0.000    0.000 _rotation_spline.py:251(RotationSpline)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:11(HessianUpdateStrategy)
        1    0.000    0.000    0.000    0.000 _interpolate.py:148(_do_extrapolate)
        1    0.000    0.000    0.000    0.000 _hypotests.py:917(BarnardExactResult)
        1    0.000    0.000    0.000    0.000 _resampling.py:272(BootstrapResult)
        1    0.000    0.000    0.000    0.000 _resampling.py:2118(ResamplingMethod)
        1    0.000    0.000    0.000    0.000 _binomtest.py:10(BinomTestResult)
        1    0.000    0.000    0.000    0.000 _morestats.py:1150(_BigFloat)
        1    0.000    0.000    0.000    0.000 docscrape.py:581(FunctionDoc)
        1    0.000    0.000    0.000    0.000 __init__.py:24(PatsyError)
        1    0.000    0.000    0.000    0.000 base.py:703(ClassifierMixin)
        1    0.000    0.000    0.000    0.000 hashing.py:154(NumpyHasher)
        2    0.000    0.000    0.000    0.000 process.py:189(name)
        1    0.000    0.000    0.000    0.000 _common.py:682(_WrapNumbers)
        1    0.000    0.000    0.000    0.000 pool.py:178(PicklingPool)
        1    0.000    0.000    0.000    0.000 _param_validation.py:601(_VerboseHelper)
        1    0.000    0.000    0.000    0.000 _param_validation.py:717(_CVObjects)
        2    0.000    0.000    0.000    0.000 _estimator_html_repr.py:16(__init__)
        2    0.000    0.000    0.000    0.000 _set_output.py:191(register)
        1    0.000    0.000    0.000    0.000 _base.py:1042(RadiusNeighborsMixin)
        1    0.000    0.000    0.000    0.000 _split.py:255(LeavePOut)
        1    0.000    0.000    0.000    0.000 _split.py:2543(_CVIterableWrapper)
        1    0.000    0.000    0.000    0.000 _search.py:216(ParameterSampler)
        1    0.000    0.000    0.000    0.000 loss.py:539(AbsoluteError)
        1    0.000    0.000    0.000    0.000 readers.py:27(ZipReader)
        1    0.000    0.000    0.000    0.000 utils.py:440(SortedMap)
        1    0.000    0.000    0.000    0.000 abstract.py:32(_TypeMetaclass)
        1    0.000    0.000    0.000    0.000 containers.py:78(BaseContainerPayload)
        1    0.000    0.000    0.000    0.000 containers.py:609(SetEntry)
        1    0.000    0.000    0.000    0.000 ansi.py:36(AnsiCursor)
        1    0.000    0.000    0.000    0.000 misc.py:160(CPointer)
        1    0.000    0.000    0.000    0.000 misc.py:194(EphemeralArray)
        1    0.000    0.000    0.000    0.000 misc.py:511(ContextManager)
        1    0.000    0.000    0.000    0.000 functions.py:590(ExternalFunctionPointer)
        1    0.000    0.000    0.000    0.000 _utils.py:8(NameScope)
        1    0.000    0.000    0.000    0.000 values.py:713(DIValue)
        1    0.000    0.000    0.000    0.000 values.py:851(AttributeSet)
        6    0.000    0.000    0.000    0.000 builder.py:45(_binop_with_overflow)
        1    0.000    0.000    0.000    0.000 cpu_options.py:67(ParallelOptions)
        1    0.000    0.000    0.000    0.000 debuginfo.py:61(DummyDIBuilder)
        1    0.000    0.000    0.000    0.000 models.py:400(EphemeralArrayModel)
        3    0.000    0.000    0.000    0.000 imputils.py:47(lower_getattr)
        6    0.000    0.000    0.000    0.000 imputils.py:95(lower_cast)
        1    0.000    0.000    0.000    0.000 imputils.py:253(_IternextResult)
        1    0.000    0.000    0.000    0.000 pythonapi.py:24(_Registry)
        1    0.000    0.000    0.000    0.000 generators.py:240(PyGeneratorLower)
        1    0.000    0.000    0.000    0.000 controlflow.py:39(Loop)
        1    0.000    0.000    0.000    0.000 parfor.py:524(LoopNest)
        1    0.000    0.000    0.000    0.000 parfor.py:1432(PreParforPass)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:157(__init__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:456(__init__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:1371(__init__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:1759(__init__)
        1    0.000    0.000    0.000    0.000 typed_passes.py:533(NoPythonSupportedFeatureValidation)
        1    0.000    0.000    0.000    0.000 typed_passes.py:861(__init__)
        1    0.000    0.000    0.000    0.000 wrappers.py:249(UArrayArg)
        1    0.000    0.000    0.000    0.000 array_exprs.py:332(_EraseInvalidLineRanges)
        1    0.000    0.000    0.000    0.000 withcontexts.py:8(WithContext)
        1    0.000    0.000    0.000    0.000 _serializable.py:48(Serializer)
        1    0.000    0.000    0.000    0.000 _serializable.py:101(Deserializer)
        1    0.000    0.000    0.000    0.000 _fixed.py:6(Fixed)
        3    0.000    0.000    0.000    0.000 deep_tf.py:573(linearity_1d_nonlinearity_2d)
        1    0.000    0.000    0.000    0.000 _maple.py:151(MAPLE)
        1    0.000    0.000    0.000    0.000 _gradient.py:20(GradientExplainer)
        1    0.000    0.000    0.000    0.000 traitlets.py:2815(Complex)
        1    0.000    0.000    0.000    0.000 traitlets.py:4115(TCPAddress)
        1    0.000    0.000    0.000    0.000 handlers.py:119(RotatingFileHandler)
        1    0.000    0.000    0.000    0.000 handlers.py:202(TimedRotatingFileHandler)
        1    0.000    0.000    0.000    0.000 loader.py:989(KVArgParseConfigLoader)
        1    0.000    0.000    0.000    0.000 utils.py:139(<setcomp>)
        1    0.000    0.000    0.000    0.000 bdb.py:862(Tdb)
        1    0.000    0.000    0.000    0.000 codeop.py:114(__init__)
        3    0.000    0.000    0.000    0.000 magic.py:78(needs_local_scope)
        1    0.000    0.000    0.000    0.000 getopt.py:43(GetoptError)
        1    0.000    0.000    0.000    0.000 pretty.py:341(RepresentationPrinter)
        1    0.000    0.000    0.000    0.000 lexer.py:289(DelegatingLexer)
        1    0.000    0.000    0.000    0.000 interactiveshell.py:228(SeparateUnicode)
        1    0.000    0.000    0.000    0.000 autocall.py:31(IPyAutocall)
        1    0.000    0.000    0.000    0.000 capture.py:124(capture_output)
        1    0.000    0.000    0.000    0.000 syspathcontext.py:21(appended_to_syspath)
        1    0.000    0.000    0.000    0.000 _suppress.py:18(suppress)
        1    0.000    0.000    0.000    0.000 base.py:319(ConditionalCompleter)
        1    0.000    0.000    0.000    0.000 base.py:354(_MergedCompleter)
        1    0.000    0.000    0.000    0.000 style_transformation.py:133(AdjustBrightnessStyleTransformation)
        2    0.000    0.000    0.000    0.000 vt100.py:152(__init__)
        1    0.000    0.000    0.000    0.000 vt100.py:145(_16ColorCache)
        1    0.000    0.000    0.000    0.000 history.py:219(InMemoryHistory)
        1    0.000    0.000    0.000    0.000 validation.py:102(_ValidatorFromCallable)
        1    0.000    0.000    0.000    0.000 utils.py:135(_PythonVersionInfo)
        1    0.000    0.000    0.000    0.000 tree.py:192(Name)
        1    0.000    0.000    0.000    0.000 tree.py:951(KeywordStatement)
        1    0.000    0.000    0.000    0.000 errors.py:1195(_ExprStmtRule)
        1    0.000    0.000    0.000    0.000 file_io.py:65(ZipFileIO)
        1    0.000    0.000    0.000    0.000 filters.py:258(MergedFilter)
        1    0.000    0.000    0.000    0.000 __init__.py:5(__init__)
        1    0.000    0.000    0.000    0.000 context.py:376(CompForContext)
        1    0.000    0.000    0.000    0.000 module.py:17(_ModuleAttributeName)
        1    0.000    0.000    0.000    0.000 generics.py:84(TupleGenericManager)
        1    0.000    0.000    0.000    0.000 base.py:13(_BoundTypeVarName)
        1    0.000    0.000    0.000    0.000 base.py:373(BaseTypingValue)
        1    0.000    0.000    0.000    0.000 base.py:408(BaseTypingInstance)
        1    0.000    0.000    0.000    0.000 __init__.py:118(InferenceStateSubprocess)
        1    0.000    0.000    0.000    0.000 _arff.py:255(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _arff.py:340(BadDataFormat)
        1    0.000    0.000    0.000    0.000 _arff.py:901(ArffEncoder)
        1    0.000    0.000    0.000    0.000 __init__.py:226(CommunicatorContext)
        1    0.000    0.000    0.000    0.000 basic.py:185(_DummyLogger)
        1    0.000    0.000    0.000    0.000 callback.py:40(EarlyStopException)
        1    0.000    0.000    0.000    0.000 dask.py:67(_RemoteSocket)
        1    0.000    0.000    0.000    0.000 weakrefs.py:28(WeakFunctionProxy)
        4    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
        2    0.000    0.000    0.000    0.000 {built-in method sys.exc_info}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_shake_128}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_shake_256}
        7    0.000    0.000    0.000    0.000 functools.py:724(<listcomp>)
        5    0.000    0.000    0.000    0.000 enum.py:260(<genexpr>)
        1    0.000    0.000    0.000    0.000 typing.py:741(__repr__)
        1    0.000    0.000    0.000    0.000 __init__.py:271(LogRecord)
        1    0.000    0.000    0.000    0.000 __init__.py:744(Filter)
        1    0.000    0.000    0.000    0.000 __init__.py:2219(createLock)
        1    0.000    0.000    0.000    0.000 pathlib.py:507(_PathParents)
        1    0.000    0.000    0.000    0.000 parse.py:795(Quoter)
        1    0.000    0.000    0.000    0.000 csv.py:130(DictWriter)
        4    0.000    0.000    0.000    0.000 message.py:606(get_default_type)
        1    0.000    0.000    0.000    0.000 calendar.py:560(LocaleTextCalendar)
        1    0.000    0.000    0.000    0.000 _base.py:61(_Waiter)
        1    0.000    0.000    0.000    0.000 ssl.py:154(<dictcomp>)
        1    0.000    0.000    0.000    0.000 exceptions.py:29(IncompleteReadError)
        1    0.000    0.000    0.000    0.000 transports.py:197(SubprocessTransport)
        1    0.000    0.000    0.000    0.000 windows_events.py:170(_WaitCancelFuture)
        1    0.000    0.000    0.000    0.000 windows_events.py:194(_WaitHandleFuture)
        1    0.000    0.000    0.000    0.000 unicode_escape.py:13(Codec)
        1    0.000    0.000    0.000    0.000 decoder.py:992(_FieldSkipper)
        1    0.000    0.000    0.000    0.000 __init__.py:397(PyDLL)
        1    0.000    0.000    0.000    0.000 symbol_database.py:50(__init__)
        1    0.000    0.000    0.000    0.000 exceptions.py:34(RerunException)
        1    0.000    0.000    0.000    0.000 cached_message_replay.py:56(MediaMsgData)
        1    0.000    0.000    0.000    0.000 cached_message_replay.py:146(CachedResult)
        1    0.000    0.000    0.000    0.000 uploaded_file_manager.py:28(UploadedFileRec)
        1    0.000    0.000    0.000    0.000 __init__.py:28(_DefaultSize)
        1    0.000    0.000    0.000    0.000 __init__.py:305(_Timer)
        1    0.000    0.000    0.000    0.000 local_sources_watcher.py:38(WatchedModule)
        1    0.000    0.000    0.000    0.000 arrow.py:149(DataframeSelectionSerde)
        1    0.000    0.000    0.000    0.000 column_types.py:103(DatetimeColumnConfig)
        1    0.000    0.000    0.000    0.000 column_types.py:128(ProgressColumnConfig)
        1    0.000    0.000    0.000    0.000 plotly_chart.py:82(PlotlySelectionState)
        1    0.000    0.000    0.000    0.000 plotly_chart.py:213(PlotlyChartSelectionSerde)
        1    0.000    0.000    0.000    0.000 pkgutil.py:194(ImpImporter)
        1    0.000    0.000    0.000    0.000 basedatatypes.py:6314(BaseFrameHierarchyType)
        1    0.000    0.000    0.000    0.000 basevalidators.py:376(DataArrayValidator)
        1    0.000    0.000    0.000    0.000 basevalidators.py:2531(TitleValidator)
        1    0.000    0.000    0.000    0.000 basevalidators.py:2751(BaseTemplateValidator)
        1    0.000    0.000    0.000    0.000 _heatmap.py:4(HeatmapValidator)
        1    0.000    0.000    0.000    0.000 _data.py:4(DataValidator)
        1    0.000    0.000    0.000    0.000 data_editor.py:138(DataEditorSerde)
        1    0.000    0.000    0.000    0.000 built_in_chart_utils.py:56(PrepDataColumns)
        1    0.000    0.000    0.000    0.000 button.py:68(ButtonSerde)
        1    0.000    0.000    0.000    0.000 file_uploader.py:103(FileUploaderSerde)
        2    0.000    0.000    0.000    0.000 __init__.py:34(_rename_parameter)
        3    0.000    0.000    0.000    0.000 shape_base.py:77(_atleast_2d_dispatcher)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1345(DatetimeFormat)
        1    0.000    0.000    0.000    0.000 core.py:5178(_NullToken)
        4    0.000    0.000    0.000    0.000 core.py:5915(postParse)
        1    0.000    0.000    0.000    0.000 _arraysetops_impl.py:402(UniqueInverseResult)
        1    0.000    0.000    0.000    0.000 ipc.py:34(RecordBatchStreamReader)
        1    0.000    0.000    0.000    0.000 config.py:81(DeprecatedOption)
        2    0.000    0.000    0.000    0.000 _parser.py:1056(_could_be_tzname)
        1    0.000    0.000    0.000    0.000 _decorators.py:408(Substitution)
        1    0.000    0.000    0.000    0.000 _decorators.py:455(Appender)
        1    0.000    0.000    0.000    0.000 core.py:926(_MaskedUnaryOperation)
        1    0.000    0.000    0.000    0.000 extras.py:228(_fromnxfunction)
        1    0.000    0.000    0.000    0.000 function.py:51(CompatValidator)
        2    0.000    0.000    0.000    0.000 accessor.py:220(__get__)
        1    0.000    0.000    0.000    0.000 extension.py:160(NDArrayBackedExtensionIndex)
        1    0.000    0.000    0.000    0.000 format.py:1164(_GenericArrayFormatter)
        1    0.000    0.000    0.000    0.000 common.py:1022(_BytesZipFile)
        1    0.000    0.000    0.000    0.000 common.py:1088(_BytesIOWrapper)
